Country,EdLevel,YearsCodePro,Salary
United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,53503.0
Germany,Master’s degree,15.0,73036.0
United States of America,Bachelor’s degree,4.0,185000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,17.0,89172.0
Canada,Post grad,2.0,87231.0
Mexico,Master’s degree,5.0,40000.0
United States of America,Bachelor’s degree,38.0,180000.0
United States of America,Bachelor’s degree,13.0,121000.0
Australia,Bachelor’s degree,6.0,132132.0
United States of America,Master’s degree,44.0,171000.0
United States of America,Bachelor’s degree,15.0,68000.0
France,Master’s degree,8.0,80555.0
Canada,Less than a Bachelor’s degree,26.0,130847.0
Ukraine,Master’s degree,7.0,36000.0
New Zealand,Bachelor’s degree,11.0,98331.0
United States of America,Less than a Bachelor’s degree,20.0,196650.0
Taiwan,Bachelor’s degree,7.0,37061.0
United States of America,Post grad,26.0,250000.0
Ukraine,Master’s degree,4.0,29000.0
Turkey,Bachelor’s degree,8.0,16800.0
United States of America,Master’s degree,4.0,185000.0
United States of America,Bachelor’s degree,2.0,72000.0
United States of America,Post grad,7.0,240000.0
Brazil,Master’s degree,12.0,65271.0
United States of America,Master’s degree,17.0,168000.0
United States of America,Master’s degree,2.0,200000.0
Ukraine,Master’s degree,6.0,26000.0
United States of America,Bachelor’s degree,3.0,75000.0
United States of America,Bachelor’s degree,4.0,152000.0
India,Master’s degree,3.0,29909.0
United States of America,Post grad,4.0,70000.0
India,Bachelor’s degree,15.0,28712.0
Ukraine,Master’s degree,3.0,29621.0
India,Master’s degree,5.0,29909.0
India,Bachelor’s degree,10.0,17945.0
Mexico,Post grad,5.0,13477.0
Australia,Post grad,11.0,87868.0
Australia,Bachelor’s degree,13.0,74655.0
United States of America,Bachelor’s degree,4.0,105000.0
United States of America,Post grad,5.0,90000.0
Taiwan,Bachelor’s degree,15.0,22237.0
Ukraine,Bachelor’s degree,3.0,20000.0
Ukraine,Master’s degree,4.0,37056.0
Taiwan,Bachelor’s degree,11.0,21619.0
Germany,Less than a Bachelor’s degree,17.0,51555.0
United States of America,Master’s degree,8.0,150000.0
Finland,Bachelor’s degree,3.0,64444.0
Finland,Less than a Bachelor’s degree,8.0,70888.0
Germany,Post grad,3.0,75184.0
United States of America,Bachelor’s degree,9.0,155000.0
Ukraine,Master’s degree,7.0,60000.0
Australia,Master’s degree,8.0,132132.0
Ukraine,Master’s degree,22.0,115000.0
Turkey,Bachelor’s degree,7.0,46370.0
Ukraine,Master’s degree,3.0,19200.0
Germany,Master’s degree,6.0,102036.0
Ukraine,Bachelor’s degree,5.0,40000.0
Ukraine,Master’s degree,26.0,59241.0
Germany,Bachelor’s degree,20.0,182591.0
Israel,Master’s degree,22.0,178096.0
France,Master’s degree,8.0,48333.0
Greece,Bachelor’s degree,15.0,64444.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,152865.0
Ukraine,Master’s degree,6.0,50000.0
New Zealand,Bachelor’s degree,6.0,79894.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,1.0,48407.0
Turkey,Bachelor’s degree,2.0,29328.0
Spain,Bachelor’s degree,6.0,64444.0
Poland,Less than a Bachelor’s degree,12.0,86118.0
Australia,Master’s degree,20.0,79279.0
Ukraine,Master’s degree,7.0,26659.0
Germany,Less than a Bachelor’s degree,31.0,69814.0
Sweden,Master’s degree,20.0,58947.0
Czech Republic,Master’s degree,1.0,36920.0
Hungary,Less than a Bachelor’s degree,24.0,59786.0
Brazil,Less than a Bachelor’s degree,15.0,46622.0
Finland,Master’s degree,18.0,69814.0
Germany,Master’s degree,5.0,99888.0
Ukraine,Less than a Bachelor’s degree,3.0,38500.0
Ukraine,Master’s degree,9.0,80000.0
France,Bachelor’s degree,16.0,62296.0
Germany,Master’s degree,20.0,107406.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,95541.0
Australia,Bachelor’s degree,39.0,165165.0
Spain,Bachelor’s degree,5.0,32759.0
United States of America,Bachelor’s degree,2.0,200000.0
Germany,Bachelor’s degree,4.0,75184.0
Australia,Master’s degree,18.0,158679.0
Bangladesh,Less than a Bachelor’s degree,7.0,12747.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,25.0,98089.0
Netherlands,Less than a Bachelor’s degree,25.0,70888.0
France,Master’s degree,8.0,82703.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,131957.0
Ukraine,Master’s degree,6.0,59073.0
South Africa,Bachelor’s degree,1.0,17434.0
Poland,Master’s degree,10.0,96666.0
Belgium,Bachelor’s degree,15.0,128887.0
Netherlands,Less than a Bachelor’s degree,6.0,40814.0
Czech Republic,Master’s degree,24.0,104244.0
Spain,Bachelor’s degree,10.0,67666.0
Taiwan,Bachelor’s degree,5.0,29649.0
Israel,Less than a Bachelor’s degree,15.0,168382.0
Italy,Master’s degree,19.0,44037.0
Ukraine,Master’s degree,5.0,19747.0
Spain,Post grad,15.0,26852.0
Austria,Less than a Bachelor’s degree,13.0,112777.0
Turkey,Bachelor’s degree,5.0,48000.0
Ukraine,Bachelor’s degree,1.0,27427.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,24.0,71337.0
Ukraine,Master’s degree,16.0,74000.0
Ukraine,Bachelor’s degree,6.0,16291.0
Norway,Bachelor’s degree,14.0,72117.0
Spain,Less than a Bachelor’s degree,14.0,20407.0
Spain,Master’s degree,14.0,69814.0
Pakistan,Bachelor’s degree,6.0,36608.0
India,Post grad,8.0,20099.0
Czech Republic,Bachelor’s degree,20.0,36920.0
Hungary,Bachelor’s degree,15.0,54351.0
Germany,Post grad,10.0,76258.0
Italy,Bachelor’s degree,14.0,96129.0
Ukraine,Master’s degree,3.0,37026.0
Sweden,Master’s degree,2.0,54941.0
Switzerland,Master’s degree,19.0,222834.0
France,Less than a Bachelor’s degree,12.0,64444.0
Germany,Less than a Bachelor’s degree,20.0,85925.0
Ukraine,Master’s degree,10.0,87000.0
Sweden,Master’s degree,15.0,76307.0
France,Master’s degree,1.0,75184.0
Portugal,Master’s degree,10.0,56388.0
Australia,Bachelor’s degree,11.0,157237.0
United States of America,Less than a Bachelor’s degree,18.0,209000.0
Norway,Bachelor’s degree,7.0,88912.0
Greece,Master’s degree,0.5,21481.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,8.0,35669.0
Sweden,Less than a Bachelor’s degree,9.0,24037.0
United States of America,Less than a Bachelor’s degree,2.0,76000.0
Poland,Less than a Bachelor’s degree,5.0,55185.0
Ukraine,Master’s degree,6.0,57999.0
Austria,Less than a Bachelor’s degree,11.0,85925.0
Ukraine,Master’s degree,1.0,14810.0
Spain,Bachelor’s degree,19.0,64444.0
Switzerland,Bachelor’s degree,19.0,222834.0
Germany,Bachelor’s degree,22.0,96666.0
United States of America,Bachelor’s degree,9.0,170000.0
New Zealand,Bachelor’s degree,4.0,62686.0
Poland,Less than a Bachelor’s degree,6.0,59391.0
Ukraine,Less than a Bachelor’s degree,5.0,66000.0
South Africa,Bachelor’s degree,16.0,27765.0
Canada,Bachelor’s degree,15.0,90866.0
Austria,Master’s degree,5.0,40277.0
Poland,Master’s degree,10.0,61866.0
Austria,Less than a Bachelor’s degree,1.0,43607.0
Belgium,Master’s degree,10.0,47259.0
United States of America,Master’s degree,32.0,191000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,4.0,95541.0
Netherlands,Bachelor’s degree,8.0,92696.0
Ukraine,Master’s degree,8.0,39494.0
Japan,Less than a Bachelor’s degree,9.0,80000.0
Australia,Bachelor’s degree,25.0,122222.0
Czech Republic,Master’s degree,14.0,65152.0
Germany,Master’s degree,19.0,85925.0
United States of America,Bachelor’s degree,10.0,100000.0
United States of America,Bachelor’s degree,3.0,95000.0
United States of America,Bachelor’s degree,5.0,151000.0
Ukraine,Master’s degree,5.0,48000.0
France,Master’s degree,11.0,54288.0
United States of America,Less than a Bachelor’s degree,16.0,78000.0
Brazil,Master’s degree,30.0,42519.0
Spain,Bachelor’s degree,5.0,36518.0
Germany,Bachelor’s degree,6.0,73036.0
Ukraine,Master’s degree,10.0,115000.0
Germany,Master’s degree,20.0,51967.0
United Kingdom of Great Britain and Northern Ireland,Post grad,38.0,57961.0
United States of America,Less than a Bachelor’s degree,22.0,155000.0
United States of America,Bachelor’s degree,7.0,117000.0
Brazil,Bachelor’s degree,11.0,42892.0
Portugal,Master’s degree,9.0,80555.0
Poland,Master’s degree,11.0,150369.0
Netherlands,Bachelor’s degree,2.0,46185.0
United States of America,Bachelor’s degree,6.0,132000.0
South Africa,Bachelor’s degree,2.0,10762.0
Germany,Master’s degree,2.0,59073.0
United States of America,Bachelor’s degree,21.0,148000.0
Turkey,Bachelor’s degree,3.0,25967.0
France,Master’s degree,12.0,46185.0
United States of America,Bachelor’s degree,8.0,207000.0
Ukraine,Master’s degree,0.5,33175.0
Australia,Bachelor’s degree,20.0,165165.0
Italy,Master’s degree,16.0,75184.0
United States of America,Bachelor’s degree,18.0,180000.0
United States of America,Bachelor’s degree,8.0,190000.0
Ukraine,Bachelor’s degree,4.0,31102.0
Italy,Less than a Bachelor’s degree,20.0,45111.0
India,Bachelor’s degree,3.0,11724.0
Canada,Post grad,40.0,61789.0
United States of America,Bachelor’s degree,34.0,115000.0
Norway,Bachelor’s degree,6.0,84232.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,133757.0
India,Bachelor’s degree,1.0,16749.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,76433.0
Ireland,Bachelor’s degree,6.0,61759.0
Canada,Less than a Bachelor’s degree,1.0,38527.0
Brazil,Less than a Bachelor’s degree,37.0,83919.0
Ukraine,Master’s degree,9.0,61710.0
United States of America,Bachelor’s degree,3.0,82000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,31.0,118853.0
United States of America,Bachelor’s degree,22.0,112000.0
Greece,Master’s degree,2.0,16111.0
France,Master’s degree,32.0,107406.0
Ukraine,Post grad,18.0,37026.0
United States of America,Less than a Bachelor’s degree,20.0,115000.0
Ukraine,Master’s degree,5.0,68000.0
Finland,Master’s degree,4.0,56925.0
Sweden,Less than a Bachelor’s degree,1.0,49600.0
Austria,Less than a Bachelor’s degree,4.0,39740.0
Brazil,Master’s degree,15.0,19693.0
United States of America,Bachelor’s degree,10.0,100000.0
United States of America,Master’s degree,37.0,222000.0
Russian Federation,Bachelor’s degree,5.0,31597.0
Mexico,Bachelor’s degree,5.0,29488.0
Spain,Bachelor’s degree,24.0,128887.0
Canada,Bachelor’s degree,29.0,130847.0
France,Master’s degree,5.0,74110.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,11.0,152865.0
Finland,Master’s degree,0.5,34370.0
Canada,Master’s degree,5.0,69058.0
Austria,Master’s degree,24.0,85925.0
United States of America,Master’s degree,10.0,109000.0
United States of America,Less than a Bachelor’s degree,2.0,105000.0
Ukraine,Master’s degree,3.0,24684.0
United States of America,Less than a Bachelor’s degree,9.0,166000.0
France,Master’s degree,34.0,214812.0
United States of America,Less than a Bachelor’s degree,10.0,103000.0
United States of America,Bachelor’s degree,5.0,180000.0
United States of America,Master’s degree,11.0,187000.0
Ukraine,Less than a Bachelor’s degree,3.0,35000.0
Germany,Master’s degree,30.0,107406.0
United States of America,Post grad,2.0,160000.0
Japan,Bachelor’s degree,6.0,58552.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,78980.0
Sweden,Less than a Bachelor’s degree,30.0,62000.0
Denmark,Bachelor’s degree,11.0,63361.0
United States of America,Less than a Bachelor’s degree,10.0,120000.0
Czech Republic,Master’s degree,8.0,78183.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,30.0,101910.0
Germany,Post grad,9.0,70888.0
Ukraine,Bachelor’s degree,3.0,24684.0
United States of America,Bachelor’s degree,9.0,130000.0
Taiwan,Master’s degree,4.0,40149.0
Ukraine,Bachelor’s degree,7.0,100710.0
Ukraine,Master’s degree,6.0,64000.0
United States of America,Bachelor’s degree,0.5,30000.0
Canada,Master’s degree,16.0,191182.0
United States of America,Master’s degree,5.0,163000.0
United States of America,Less than a Bachelor’s degree,9.0,130000.0
United States of America,Bachelor’s degree,2.0,101000.0
Mexico,Bachelor’s degree,10.0,26954.0
Canada,Bachelor’s degree,2.0,32712.0
Germany,Bachelor’s degree,4.0,39740.0
Sweden,Master’s degree,7.0,49600.0
United States of America,Less than a Bachelor’s degree,5.0,230000.0
Israel,Bachelor’s degree,10.0,121429.0
United States of America,Master’s degree,3.0,75000.0
United States of America,Bachelor’s degree,17.0,45000.0
United States of America,Master’s degree,14.0,140000.0
Canada,Less than a Bachelor’s degree,16.0,34893.0
United States of America,Bachelor’s degree,32.0,220000.0
France,Master’s degree,27.0,53703.0
United States of America,Bachelor’s degree,8.0,155000.0
Denmark,Less than a Bachelor’s degree,7.0,76033.0
Ukraine,Bachelor’s degree,3.0,46899.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelor’s degree,30.0,78980.0
United States of America,Master’s degree,5.0,160000.0
Ukraine,Master’s degree,4.0,39000.0
Belgium,Master’s degree,10.0,85925.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,49681.0
Ukraine,Master’s degree,12.0,59241.0
United States of America,Master’s degree,25.0,196000.0
Ireland,Less than a Bachelor’s degree,6.0,95592.0
United States of America,Bachelor’s degree,2.0,70000.0
United States of America,Post grad,20.0,112000.0
France,Post grad,25.0,69814.0
Brazil,Less than a Bachelor’s degree,7.0,14322.0
United States of America,Post grad,6.0,170000.0
Ukraine,Master’s degree,7.0,88500.0
Germany,Master’s degree,21.0,89147.0
France,Master’s degree,1.0,38666.0
Germany,Less than a Bachelor’s degree,12.0,47796.0
United Kingdom of Great Britain and Northern Ireland,Post grad,25.0,76433.0
Germany,Master’s degree,4.0,69814.0
Brazil,Less than a Bachelor’s degree,9.0,37297.0
India,Bachelor’s degree,22.0,25123.0
United States of America,Bachelor’s degree,5.0,120000.0
Czech Republic,Master’s degree,17.0,52122.0
United States of America,Bachelor’s degree,0.5,36600.0
Sweden,Master’s degree,8.0,71538.0
Sweden,Master’s degree,2.0,47692.0
Germany,Bachelor’s degree,5.0,71962.0
Australia,Master’s degree,4.0,59459.0
Brazil,Less than a Bachelor’s degree,5.0,19312.0
France,Post grad,5.0,64444.0
United States of America,Bachelor’s degree,18.0,150000.0
Australia,Less than a Bachelor’s degree,6.0,89189.0
Germany,Bachelor’s degree,7.0,91627.0
United States of America,Bachelor’s degree,15.0,244000.0
Switzerland,Master’s degree,8.0,153755.0
United States of America,Post grad,7.0,150000.0
United States of America,Bachelor’s degree,7.0,201000.0
Japan,Bachelor’s degree,3.0,55370.0
United States of America,Master’s degree,12.0,145000.0
United States of America,Bachelor’s degree,20.0,124000.0
United States of America,Bachelor’s degree,2.0,125000.0
Taiwan,Bachelor’s degree,1.0,15257.0
Canada,Less than a Bachelor’s degree,6.0,79962.0
United States of America,Bachelor’s degree,2.0,75000.0
United States of America,Bachelor’s degree,6.0,155000.0
Brazil,Bachelor’s degree,7.0,17716.0
Japan,Bachelor’s degree,7.0,22912.0
United States of America,Bachelor’s degree,2.0,140000.0
Australia,Less than a Bachelor’s degree,25.0,105706.0
United States of America,Master’s degree,17.0,214000.0
Canada,Bachelor’s degree,2.0,52339.0
United States of America,Master’s degree,22.0,150000.0
Brazil,Bachelor’s degree,24.0,71500.0
Ukraine,Master’s degree,6.0,88862.0
India,Bachelor’s degree,12.0,22731.0
